have you checked out trump and his billionaire cabinet ? hahahahaha,[trump]
"i was at a fraternity house when trump won , very traumatic ! for ! me !",[trump]
just another dump lie,[trump]
sell out 💔,[trump]
just more orange blob lies,[trump]
i do not see trump leading in any of those states .,[trump]
trump ' s suckers and losers ?,[trump]
just another lie from the orange blob .,[trump]
its funny how when any muslims carry out beheadings there leaders always say islam is a religion of peace - double standards - i 🙏 for the west that its a trump because if that geriatric gets in the west is f - - - - d,[trump]
th economist endorsed biden . trump is the bankruptcy king .,"[biden, trump]"
just more bullsh*t propaganda from the orange blob,[trump]
that ' s trump .,[trump]
well lady here in the uk we are 🙏 for a trump win as the west is going thru a bad time which suits old globalist - - - - - - - - like soros make more money out of our misery,[trump]
just more bullsh*t propaganda,[trump]
another bullsh*t lie,[trump]
just more bullsh*t propaganda from the orange blob,[trump]
indeed . biden is whipping trump ' s ass in all the poling .,"[trump, biden]"
obama has more soul in his shoes than trump and his administration of crooks and grifters .,[trump]
good . biden !,"[biden, trump]"
"no they do not , you just want to intimidate voters .",[trump]
why ? corona is great ! trump recommends it .,[trump]
you sound sane .,[trump]
"man , what is wrong with you . thanks for the reminder . i just donated to democrats in honor of hillary ' s birthday .",[trump]
thanks for the biden endorsement .,[biden]
love when my mom calls me a baby killer for voting biden,[biden]
at taxpayer expense,[trump]
trump is the biggest criminal in the history of the presidency .,[trump]
it ’ s election day and for we the people to fire trump & make american great again by voting trump out ! vote vote biden harris 2020 🇺 🇸,[trump]
"empty words . trump is the biggest liar on the planet , not just the presidency .",[trump]
he was voted the most admired man in the world and remains decent and modest through it all . trump is an ego maniac .,[trump]
right,[trump]
who is running the trump campaign for you there at the hill ? this is garbage .,[trump]
"she ’ s dumb as box of rocks ‼️ she said trump stranded people to teach them a lesson . lawd , you can ’ t make this sh*t up ! vote them out vote blue to save america biden harris 2020 covid 19 trump crime family trump for prison 2020 resist",[trump]
so ? nothing on them .,[trump]
yes they do mrs . trump .,[trump]
that ' s trump . obama is a kind and caring person .,[trump]
we love you ! god has placed you there to lead his people ! i ’ m so blessed to live in america ! thank you for fighting the good fight and setting us up for victory everytime ! you have been working tirelessly for us and we are never going to forget ! usa maga trumptrain,[trump]
that ' s trump you hear,[trump]
pure bullsh*t,[trump]
"what ' s that ? oh , the bankrupt tabloid ? lol",[trump]
clueless . this isn ’ t .,[trump]
hard fail . nothing to do with biden .,[biden]
i have never seen any president flag until trump,[trump]
biden has the edge .,[biden]
- it was my first year of marriage . my wife was putting up the first christmas decorations . results start rolling in and i was stunned . could not believe trump won . stayed up all night until the results were announced .,[trump]
it ' s the most important election to get rid of you,[trump]
"days ago my mom told me a trump supporter in strongsville started hitting her car & a police officer called him over & gave him a piece of paper . “ vehicles flying trump flags ‘ harass ’ a biden - harris campaign bus in texas , the new york times & cbs report ”","[biden, trump]"
"if this is your idea of fun , i feel sorry for your sad life .",[trump]
when trump wins it ’ s gonna be my best birthday present ever,[trump]
no . that ' s the only way trump could win .,[trump]
never saw anyone get ratioed so badly .,[trump]
you and your administration need to be charged with murder of people,[trump]
trump is gonna gitmo after the election .,[trump]
because they had no idea trump ' s national security advisor would call the russians . duh .,[trump]
just more bullsh*t lies from the orange blob,[trump]
"almost certainly yelling into the echo chamber at this point , but if you haven ’ t voted yet , please go out and vote ( important detail : for biden / harris )",[biden]
it ' s already over . trump does not stand a chance .,[trump]
just more bullsh*t propaganda,[trump]
he ' s points ahead of trump .,[trump]
"come tuesday , ding , trump is gone .",[trump]
us election - pls pls pls american people vote for trump or the west will be f - - - - d under biden,[biden]
if i were trump i do not believe i ' d be messing with the fbi right now .,[trump]
vote blue and get rid of gop,[trump]
just more bullsh*t from the orange blob,[trump]
bullsh*t,[trump]
"if i see trump supporter in lynwood today while driving , me los llevo alv 😂 💀",[trump]
trump has a real estate course to sell you .,[trump]
pure bullsh*t,[trump]
"donald trump jr . is not potus , the disinformation & lies he spreads need no airtime & should be stoped on social media . use your power to silence his nonsense because he ’ s only hurting us . don ’ t let him speak on the news .",[trump]
just more bullsh*t from the orange blob,[trump]
no wonder you losers are losing .,[trump]
just more bullsh*t from the orange blob,[trump]
voted early for biden / harris,[biden]
anyone at a trump rally is in an altered mental state . how could they tell ?,[trump]
biden is not the one points behind in the polls .,[biden]
that ' s why my doctor appointment is months away,[trump]
"cult rallies are not votes . trump will never catch up in these states ,",[trump]
right . because the only fans professional athletes have are in the stands for games ( insert biggest eyeroll 🤘 🏽 woooooo 🤪 ever ) . . . geez laweez,[trump]
trump is such a criminal and liar he cannot rebutt anything .,[trump]
just more bullsh*t propaganda,[trump]
that ' s a bald - faced lie .,[trump]
posted up with donald trump,[trump]
more from the trump campaign staff at the hill .,[trump]
"lifting the protections in place for the tongass national forest has proven that is not only an enemy to the people of the united states , but also planet earth as a whole . i ask you , why put your faith in a man who lies to you and works to destroy our planet ?",[trump]
well my friend if trump does not win there will be more of this from this scum as the greedy money bastards in the west who are not affected by this type of action will do sfa to stop it,[trump]
gop bot,[trump]
pls pls pls tell your people us in the west need trump in or we are all f - - - - d and that my friend is a fact - god bless america -,[trump]
bs . nobody prepays taxes .,[trump]
pete should be in biden administration if he wins,[biden]
✌ ✌ ✌ till your out,[trump]
"if trump win we purge , simple",[trump]
because it ' s a bullsh*t lie and you know it .,[trump]
