i feel like we are walking into a trap with using voting machines . anyone else feel that way ? mail in ballots would ’ ve been most secure way of voting but trump has ensured and “ herded ” ppl toward using voting machines which he himself said he needed ppl to do in order to win,[trump]
end trumps presidency today ! vote him out !,[trump]
text trump to ! i stand with donald trump !,[trump]
what happened to the tax cut trump promised right before the midterms ? how gullible are they ?,[trump]
trump is the imposter,[trump]
"/ the persistent fear is not the election itself but what trump and his corrupt attorney general bill barr will attempt ex post facto . already , trump ’ s criminal postmaster general has disposed of perfectly working multi - million dollar fast mail sorting machines in swing states .",[trump]
what happened to the stimulus ? evil mcconnel said nothing before . i hope people are smart enough to vote your ass out,[trump]
there is no question that trump will cheat to win ! and the corrupt gop will sanction it . we need to elect a democrat until the gop can cleanse itself of the vermin that have infected it . dump trump and the rest of the gop candidates on . they don ’ t deserve to be there,[trump]
biden ’ s support seems / 1 0 th what hillary clinton had,[biden]
"all of you have sold out our country . shame on you . reagan , lincoln , eisenhower , mccain , and hw are rolling in their graves .",[trump]
"you must not be looking closely enough . . . the polls are more favorable blue than they were in . the methods have changed because of . and they were tightening at a good rate going into the last week . they are staying put or getting worse for trump this year . so , yeah , .",[trump]
it ’ s their right as americans to deny the coat . hypothermia will just flooooat away . just gooooo away . like no one ’ s ever seen before . just disappear . trump ended hypothermia for all . it ’ s an amazing thing really .,[trump]
why does not hunter biden campaign for his dad like president trump ' s awesome kids do ?,"[biden, trump]"
trump has t done a damn thing except screw over america .,[trump]
trump will attempt to be a dictator if you enable him with a second term ! it ’ s a given ! give a con man an inch and he will steal your ruler ! we need a break from the lies and misdirection from the trump administration . trump is bad for americans and america ! vote for joe biden !,"[trump, biden]"
resign,[trump]
they are just dying to see trump in person .,[trump]
"i have been calling into pa . the trump supporters are vile . i called into va last weekend , and the two trump supporters i spoke to in va were pleasant . thanked them and carried on . it ' s amazing and sad what we have come to expect from trumpers .",[trump]
the “ asshole in chief ” doesn ’ t even know the “ young mans ” name ! what a pathetic loser ! you can see how uninvolved trump was . someone fed him a “ talking point “ ! i wouldn ’ t care if the clown went there himself to rescue the “ young man ! i ’ m still voting for joe !,[trump]
and vote to re - elect president donald j trump !,[trump]
"a member of trump ' s coronavirus task force is sorry about the russian propaganda , halloween on a farm , and more end - of - day links",[trump]
she threw a tantrum in the booth and voted trump as a joke . . . . ? her voting privilege should be revoked .,[trump]
fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake,[trump]
that would give biden his dark winter .,[biden]
"leftists , who are usually working with the least resources ( in comparison to other groups ) , are gonna sabotage biden ' s presidency ?",[biden]
you should have stayed in the race . very least you should now come out and support because you know in your heart that he cares more about real working people than anyone in,[trump]
"to lose part of family and still be able to get up and go to work every day shows you want type of human being joe biden . i want a president who cares about people , not just himself . joe biden can heal the country , yes .",[biden]
"any time someone shittalks the “ basement campaign ” or says ~ biden should have done more rallies ~ please send them this study . trump ’ s campaign , much like his presidency , literally killed people & made the pandemic worse — & that he doesn ’ t give a shit is why he ’ s going to lose .","[trump, biden]"
"any time someone shittalks the “ basement campaign ” or says ~ biden should have done more rallies ~ please send them this study . trump ’ s campaign , much like his presidency , literally killed people & made the pandemic worse — & that he doesn ’ t give a shit is why he ’ s going to lose .","[trump, biden]"
huge difference in polling in this election as opposed to ( hillary ) . biden ’ s polls have been very steady . biden is over or at in key states . this means if even the undecideds break for trump biden will still win . . biden is over nationally hillary never hit this,"[biden, trump]"
what has that to do with voting leave on a ballot four years ago ?,[trump]
resign,[trump]
federal court once again blocks trump administration ’ s public charge rule for immigrants,[trump]
"\ and i am sure having - years of the biden \ "" \ "" ticket \ "" \ "" will get us there ( sarcasm ) . \ "" """,[biden]
ny 11 voter here . planning to vote in - person on election day to re - elect president and send to washington as our next congresswoman . maga trump 2020,[trump]
in my book ? no one .,[trump]
"russian backed disinformation , or made up garbage . anyone can lie and make up stuff , but running a country honestly with good intentions is the hardest most honorable job and it requires something you have never been a person of integrity . vote joe",[trump]
"\ tldr ; carlson was in california for the bobulinksi interview and wanted \ "" \ "" damning \ "" \ "" materials on the biden family ' s international businesses mailed out to him . the package got lost in transit while in the hands of the ups . \ "" """,[biden]
why are you guys shocked ? lol rich black folks definitely are voting / voted for trump . lololol i have long conversations with a few that voted for him in .,[trump]
stick to sports honey,[trump]
trump has absolutely no morals or scruples so he will be creating all kinds of chaos in the white house if he loses . the secret service will need to check donny ’ s luggage for stolen artwork and other valuables !,[trump]
you have to be seriously fucked in the head to be able to make up the shit that trump makes up at every one of his rallies,[trump]
trump and his friends don ’ t pay income tax . they also stiff people who do work for them !,[trump]
"the biden team is getting desperate , they do not have the early voting numbers they need and are trying to motivate voters somehow in a haphazard last ditch effort .",[biden]
biden : texas vote biden harris to save america trump : any state voting for him again would surprise me . vote him out vote blue to end the nightmare,"[trump, biden]"
"\ trump supporters ' favorite line is \ "" \ "" everyone ' s entitled to their own opinion \ "" \ "" \ "" """,[trump]
hunter is in the white house basement picking out new fixtures for the bedroom .,[trump]
but did not u see ? trump stole mailboxes ! ! !,[trump]
i can not imagine anything making me happier than biden winning texas next week .,[biden]
"there is no evidence that mandates stop people from dying . you are just repeating something that you keep hearing in the media . read the great barrington declaration which surprise , what written by scientist , not the media .",[trump]
you know an independent cyber security official that the ap uses and washington post confirm that those emails are real . your defense of joe biden makes me question where are you come from and your agenda . you can ’ t be this oblivious .,[biden]
resign,[trump]
resign,[trump]
resign,[trump]
' big b ' — and the ' b ' stands for biden - harris,[biden]
the election will be over tonight . joe biden will win big and fascism will be defeated and you will sleep well biden harris to end this nightmare,[biden]
tommy lee defends his right to publicly criticize trump : ' i always have and always will speak my truth ' -,[trump]
same is happening in a trump landslide county in ga so lets not ignore the trash dems .,[trump]
resign,[trump]
in years the whole of the country is not going to move from electing trump twice to electing aoc .,[trump]
that will probably be the last thing you ever do as a senator 😂 vote him out send lindsey home,[trump]
let ’ s beat that fascist straight into the ground ! trump traitors support traitor trump bye felicia traitor in chief trump virus trump virus death toll 225 k,[trump]
"miles taylor in “ a warning ” “ described mr . trump as a “ - year - old in an air traffic control tower , pushing the buttons of government indiscriminately , indifferent to the planes skidding across the runway . ” pretty much ! !",[trump]
that ’ s not what trump suggesting trump is calling to throw out legal cast ballots that are not counted on nov3rd,[trump]
"why does anyone in pa ( or anywhere ) vote for any as they only seek to disenfranchise your vote your voice voter suppression is real facing gap in pennsylvania , trump camp tries to make voting harder",[trump]
resign,[trump]
resign,[trump]
"terrorist hired to kill armenians . . silent means violence . everyone watching hearing but not acting . geneva convention is nothing killing armenians by cluster bombs , smerch , drones , phosphorus bombs . genocide of armenians infront of your eyes",[trump]
"“ team biden had to cancel an event there because their campaign bus was surrounded by a group of trump supporters in trucks and tried to allegedly run it off the road , even though the words ‘ no malarkey ' were clearly printed on the bus . . . ” — jimmy kimmel","[trump, biden]"
"i don ’ t think minnesota is getting enough attention . hrc won by votes in and most pollsters are not factoring in kayne west on the ballot , are giving the libertarian vote and there also haven ’ t been many quality polls . biden made a late visit there too .",[biden]
"because third party voters were the morons that handed the election to trump in the battleground states . hillary won by three million votes , that six times more than any candidate has ever won by yet still lost the election .",[trump]
"yeah , i did not know when it was , but i was about to ask for evidence that it happened subsequent to the onset of the pandemic . but hey , why let facts get in the way of an agenda ?",[trump]
resign,[trump]
"look out trump ’ s got lil wayne , the tides have turned . blue wave 2020",[trump]
resign,[trump]
"very effective thinning of the herd , i must say . however , i must also say that the walking cesspool that is must face nuremberg - type trials once out of office post - haste !",[trump]
what ' s a republican friend ?,[trump]
"' voter suppression ! ' is about to become the next ' russia , russia , russia ' . the democrats latest narrative is that trump has hobbled the post office to stop mail in ballots arriving . guess their numbers are lower than they expected . 🤨",[trump]
thanks - insightful as always . hoping for a blue wave 2020 and a biden win to improve my hope for this planet and its climate crisis .,[biden]
unfortunately us president has hotels and other properties in turkey & azerbaijan also close friendship with erdugan which are main hurdles for not able to respond properly to erdugan ' s threats . what ' s the definition of corruption then ?,[trump]
trump saying kamala is so far left even more than bernie . . . when she called herself the top cop of california will never not make me put my head through a wall,[trump]
"do not stop , get out there and make it ! we need decisive victories everywhere !",[trump]
why on earth is fox carrying a stump speech by ex president obama for biden ? is it because biden can barely string three sentences together . i ’ m just wondering who was actually running for office was it biden or obama and we ’ ve already had enough of the both of them .,[biden]
they never have and never will it ’ s just a token they use to try and hide their racism . . . nixon reagan bush sr bush jr now trump,[trump]
trump made another big gaffe at his rally today,[trump]
its not just that he provided many people who leaned conservative a completely paved exit ramp,[trump]
how could fox news show biden ’ s last minute push for kamala . lock him up,[biden]
the truth is . . . just about everything that comes out from trumps mouth is a lie ! you can ’ t trust anything he says ! and that ’ s the truth ! the only wh staff members who can say anything positive about his work ethic without laughing are mcenany and pence ! not great references !,[trump]
"trump should be fired , not re - elected ! he sucks at being president ! maybe he could do something like wash dishes at the wh or take out the garbage .",[trump]
"sadly , this is typical of the unrest that trump sows to divide america . we have never had a president as hated as donald trump . he knows people hate him so he panders to the weaker minds !",[trump]
all the best biden harris .,[biden]
so they ’ re voting for trump lmao 😂,[trump]
i think trump just low key admitted he has no friends who aren ’ t paid to be there . vote blue,[trump]
what are the odds that melania voted for biden ? 🤔,[biden]
resign,[trump]
resign,[trump]
i ’ m a youngish ( ) senior . we seniors may not survive more years of trump ’ s herd immunity plan for the virus .,[trump]
have you heard the guy speak ? rare to see such unrepentant narcissism and naïveté in a public figure . it ’ s like bizarro trump,[trump]
while walking my dog & i ran into a neighbor who ' s worried about not being able to pay rent because she lives on her s.s. check only . she said she ' s voting for trump & then repeated every lie that trump makes . verbatim ! she refused to hear how trump attacks social security . wtf,[trump]
this is embarrassing for you,[trump]
resign,[trump]
