everything days comes true . he ' s a genius . it ' s remarkable .,[trump]
was really expecting that to end with a man in a white coat throwing a net over your head .,[trump]
suggest you keep your style of democracy well at home - and start an urgent repair job before your next round of hypocritical preaching and lecturing of others . the way us democracy - which was always a plutocracy in reality - has collapsed under trump is astounding .,[trump]
"i mean , if it wasn ’ t obvious before , trump doesn ’ t care about anyone . even his supporters .",[trump]
because no one cares,[trump]
obama / biden - hope & change - they stole the millions and gave the change to the people ! facts are facts !,[biden]
our elections are free and fair . just because trump and his toadies aren ’ t treating it that way doesn ’ t mean we should just give up . don ’ t listen to the noise . we need to fight for every last vote like john lewis fought and spilled blood for the right of every american to vote .,[trump]
explain to me campaigning . why do you go to states that you claim to be ahead in ? why is that a good practice when you are in reality losing everywhere . you ’ re fired .,[trump]
"lol , trump talking about someone else ' s head ! has he seen his own head ?",[trump]
"marc anthony , telling it like it is about puerto rico & trump . i am so tired of the way trump treats hispanics , poc , immigrants , women , the poor , and anyone non - white . he is the single biggest liar and worst thing to ever happen to america . vote biden",[trump]
"i have unfollowed a few because i can ’ t take the outrage over benghazi , hilary and now hunter biden .",[biden]
"the latest scandal was that the very us ambassador who bought his post with a usd 1 0 0 k donation to trump , started lecturing , then insulting jamaicans over a plan of huawei building a 5 g network . he had no idea of the embassy ' s tweets , he said 🤦 ‍ ♂️ no wonder he had to pay for his post",[trump]
"here ’ s hoping trump is soundly and roundly defeated , biden puts in place measures to help get the covid - crisis under control , and at some point in the next two years we ’ ll be kicking back with a cold one , reminiscing . beerwith dean","[biden, trump]"
"soothe your ego , don citizen . threatening the supreme court , using excess tax dollars to campaign , bullying and name calling - and that was just yesterday - real americans , who care about democracy , will render you the loser . keep moving that money around . you ’ re gonna need it !",[trump]
trump ' s america .,[trump]
% of what says is trash,[trump]
i will never forgive and for lying to my year old mother and making her terrified of any future that includes a republican victory . you have no right,[trump]
"if joe biden wins , commies force sex changes on my freedoms .",[biden]
"trump rally brings complaints , quarantine after rules on masks , distancing ignored reports .",[trump]
they could hold his election night party in the “ basement ” of the donald j trump presidential library .,[trump]
trump has not had a covid 19 plan from the beginning . trump himself is the biggest individual super spreader in the world . trump does not care . trump super spreader rallies stanford study estimates trump rallies resulted in over covid - cases,[trump]
"strange phenomenon ; please explain - all the twitter polls by regular folks like me , the results show trump winning 😢 , like those ominous 🍪 polls . however , all the established polls like show biden winning election 2020 elections 2020 election day","[biden, trump]"
you wanna talk about being delusional and biden in the same sentence . you sure ?,[biden]
"from last feb , the most in - depth of the above articles : what would happen if trump refused to leave office ? a peaceful transfer of power is necessary for american democracy to survive . [ / ]",[trump]
he was on cnn this morning and gave exactly this explanation to the question of why he originally stayed anonymous . he did not want personal attacks from trump overshadowing his message .,[trump]
make science great again : u.s. researchers dream of life after trump,[trump]
* streets of palestine,[trump]
this isn ’ t about convincing anyone to vote for trump . this about a show of power .,[trump]
"remember , your lawyers pointed out that fox opinion anchors can ’ t be expected to tell the truth !",[trump]
your support for trump will not be forgotten and i am interested to see how long it takes before you get cancelled,[trump]
"1 0 0 0 s of elderly stranded in the bitter cold , many suffering hypothermia ! massive chaos !",[trump]
"no matter what happens , biden will whine , bitch , and moan — obsessively listing his grievances and detailing how unfair his life as a spoiled rich kid has been .",[biden]
"children will never see their parents again . it ’ s intentional . it ’ s cruel . it ’ s unamerican , but it ’ s inherently trump .",[trump]
"where ’ s the article , sr . you have to cite the source - something impossible to do when it is not the truth . why don ’ t you ask jr . for the numbers he dropped on fox when laura shut him off to save you guys face 😉",[trump]
dude you can not gaslight us anymore,[trump]
"oh yes , bill barr . go and arrest joe biden . i am sure you can find a mistake in the years of federal taxes he released . onev 1 wtp biden ov healthcare wtp blue",[biden]
"no tv , and glad of it . i will be checking in online ; both streaming bits from msm & accounts from journalists & election experts . vote biden harris to save america interview w / bob bauer , the super - lawyer and head of biden ’ s massive voter protection effort :",[biden]
hacked ! hahaha haha ha . what sensitive data ? like who trump owes bil to .,[trump]
did not your husbands supporters just surround a biden bus like the terrorist i see in the middle east ?,[biden]
"exclusive : tired of trump , deutsche bank games ways to sever ties with the president - sources | reuters",[trump]
a very fine escort right out of the state ! ! 🤣 🤣 🤣 🙌 🙌 trump 2020 🇺 🇲 🇺 🇲 🇺 🇲,[trump]
watch : trump caravan rolls down jerusalem - tel aviv highway in israel via,[trump]
"heres something no pundit can deny . . . including . or . whether you love . or hate him , our . has generated more interest in voting that we have seen in decades . historic voting that . will be remembered for . election day",[trump]
but you did not get the american people stimulus or keep our kids safe and back to school you lost this election by yourself,[trump]
"not surprising , the biden harris blame game !",[biden]
please . this has nothing to do with trump . more like obama since he became president we have had more race related crimes then we had years prior .,[trump]
hunter biden is smarter than marsha blackburn by multitudes of ten .,[biden]
not surprised because i saw an expose of the “ swinging ” lifestyle of these sexy senior citizens years ago . even without trump rally these folks would have been spreading covid !,[trump]
"and the virus numbers will rise in his wake , as his rallies go against all public health advice . in the words of james carville , “ it ’ s the pandemic , stupid ! ”",[trump]
"try arguing law with her ! which cult ? verified cult ? marriage equality and roe vs wade are her choice ( there are two sides to everything ) . against minimum wage ? so what is she for , no pay ? she was diagnosed with covid so obviously she believes in it .",[trump]
love it trump,[trump]
detailed coverage omaha trump rally disaster . chaos from start w shuttle buses & parking turned into disaster for many as 1 0 0 0 s left stranded in the dark after rally in sub - freezing weather miles from their cars . numerous medical emergencies . omaha stranded omaha scanner trump,[trump]
trump leaving his cult in the cold for hrs after his super spreader rally ended is the news i love waking up to .,[trump]
fake and meaningless .,[trump]
trump saying the quiet part out loud .,[trump]
biden goes on offense in georgia while trump targets midwest,"[trump, biden]"
* trump plays [ insert song here ] for his campaign rally * the artist :,[trump]
so true !,[trump]
"meanwhile , fox news broadcast biden ' s georgia address live . i like the subtitles too 😉 hmm . .",[biden]
carlson slams media for ignoring hunter biden story - - ‘ how do you maintain a democratic system when reality itself has been banned ? ‘ via,[biden]
"before the pandemic , and changes made by the trump - appointed postmaster general , this summer , united states postal service posted on - time delivery rates of around . critical mail delays hit swing states ahead of us election | michigan | the guardian",[trump]
glad to follow you ! ! ! !,[trump]
sally yates will make an outstanding ag in the new biden administration .,[biden]
"yay # - squash beliefs in , as trump would say , magic cures 🤨 😷 😷 😷 😷 😷 😷 ⭐ ️ 👏 🏻 👏 🏻 👏 🏻 👏 🏻 👏 🏻 👏 🏻 👏 🏻 ⭐ ️",[trump]
looking forward to joining & at gmt to discuss the impact of trump ' s policies over the past four years listen live at :,[trump]
"as virus surges , trump rallies keep packing in thousands",[trump]
"to be sure it lasts until , vote trump .",[trump]
"that was fun . turns out i know more people in my town than i thought i did . 2 5 k donations , and of those are for trump .",[trump]
"have you noticed that the more lawless and corrupt people are , the more they shout for law and order ? hitler did . mussolini did . franco did . salazar did . pinochet did . johnson does . orbán does . duda does . putin does . erdoğan does . saudi crown prince does . ps : trump does . .",[trump]
"\ i am screaming lmfao trump pulled a \ "" \ "" who are you \ "" \ "" and miles comes through with the receipts lol \ "" """,[trump]
"nothing wrong with them . she ' s a very religious girl , you see . kneeling may well be part of her present job description but what she ' s more likely doing - apparently excessively by the looks of it - , is praying on her knees that she will have a life after trump .",[trump]
"also interesting to listen to , though more an advisor & strategist , is . he ' s been saying for a good while the election will be called ( not counted ) in favor of biden by tonight . all in all , we have worked ourselves into a fever , aided by media & tweets .",[biden]
good try but the democrats beleive this country is a democracy but conservatives proudly state it is not a democracy but a republic therfore electoral college is justified for being undemocratic . trump is senator sheev palpatine who wants to turn into emperor trump,[trump]
thanks for sharing . local news hardly covered dr biden ’ s visit . i really hope that she becomes seced as well as her duties as first lady .,[biden]
bring bernie back bernie is the next up to bat — not kamala ! biden is corrupt ! biden is corrupt ! biden is corrupt ! ( and a molester ),[biden]
"the party of law & order . no political stunts , nothing to see here .",[trump]
"it ’ s election day in america ! get out and vote for four years of president ! restore the soul of america america sees you and wants you gone , mike , along with trump and the rest of your criminal admin . = = = = = = = = = = = = = = = = = vote biden harris 2020 = = = = = = = = = = = = = = = = =",[trump]
"you might find this a bit reassuring , jayne : interview w / bob bauer , the democratic super - lawyer and head of biden ’ s massive voter protection effort :",[biden]
. ' s downward spiral .,[trump]
". is . until . if it ' s okay for . to pack the court , it ' s okay for . to pack the courts until then .",[trump]
tick tock . cannot wait to be rid of you .,[trump]
"it ' s election day in america ! tell trump , pence , and their admin it ' s time for them to go . restore the soul of america vote bidenharris to save america",[trump]
that ’ s some dictator shit if i ’ ve ever seen right there .,[trump]
"biden signs at the entrance too ? jesus , no integrity at all this election .","[biden, trump]"
"onev 1 🗳 wtp biden ov healthcare wtp blue four more years of “ me , me , me , ” & “ i , i , i ” & “ i take no responsibility ” & “ drain the swamp - when you ’ re the monster ? no - no - no ! ! ! vote biden 🔵 harris vote blue 🔹 blue 🔹 blue",[biden]
you ’ re obsolete .,[trump]
these two people are down to earth and so talented . may they be very very happy . and may they vote for joe biden 💙 💙 💙,[biden]
"you still haven ’ t confronted putin about the russian bounty situation . well , us “ losers and suckers ” are not voting for you because you are the weakest link !",[trump]
"antifa are mainly anarchists , is trump running against the anarchy party ?",[trump]
"you better have your psychiatrist on speed dial , you are going to need them after trump smashes biden in a landslide . advice , make sure your knife is sharp .","[biden, trump]"
the state ' s letter warned them against violating maine ' s coronavirus guidelines regarding crowd size when hosting donald trump jr . tonight . m epolitics,[trump]
interesting analysis from gop pollster frank luntz : trump - biden race comes down to states and biden only needs to win votebiden,"[biden, trump]"
"no matter what you think of bernie personally , not biden . i ran out of letters to make it more clear who i was referring to .","[biden, trump]"
"my hair wouldn ’ t stay glued to my head in such fierce winds ! . . . and that ’ s the truth , people 😳 😞",[trump]
about time . . . . . . but was it last page or front page biden news ? . . . is the bias ending or trying to be less obvious ?,[biden]
no poll lines in ga or fl ! looking better for biden with each passing hour ! ! !,[biden]
"just got home . worked at a special education school all day , then stopped on my way home to vote for and . feeling pretty hopeful right now",[trump]
"if you vote for trump , the fact that you disagree with me politically does not bother me . it ' s knowing what you are willing to overlook .",[trump]
' you are gonna bury all of us ' : whistleblower describes brazen biden - china dealings in explosive interview with tucker carlson | zero hedge,[biden]
"trump ' s environment agency seems to be at war with the environment , say ex - officials | environment | the guardian",[trump]
"\ it ' s not trump ' s \ "" \ "" shithole countries \ "" \ "" that need election observers . it ' s the us that needs to stop its arrogant preaching and lecturing the rest of the world about democracy . this florida example is but a minuscule event in a greater republican scheme of a plutocratic scam . \ "" """,[trump]
biden ' zombie ' clip goes viral as trump campaign gambles on unconventional ads into election | zero hedge,"[trump, biden]"
also anarchists & some trump supporters,[trump]
"“ mildred , thats the last fu*ken time i ’ m going to a djt rally with you . if he can ’ t kill us with his covid he ’ s gonna kill us in the cold . ” “ ayup beatrice , we could be ridin with biden now instead of walking with a clown ” .",[biden]
"trickortreat , make victory complete , get rid of trump ’ s bitch , throw mitch in a ditch .",[trump]
"why don ’ t you shake your need to belong , and watch something other than fox news . trump doesn ’ t listen to experts , hires staff and judges who aren ’ t qualified , and has spent more tax dollars for personal gain than any other president - if you can even call him that 🤨",[trump]
why trump can ’ t afford to lose via vote biden harris to save america,[trump]
"oh , now this is fake news if i ever heard it ! ! ! hey don - how can ya tell if it ’ s fake news , anyway ? ? onev 1",[trump]
"change your vote asap if you voted for biden , and save the world from the scumbags !",[biden]
i bet you have not done jack s* * * with your life guy and probably never will . . . scum bag dumpster diver . bro stays anonymous so people can not get at him .,[trump]
of covid you mean ? that ' s why they are staying small and your called a super spreader haha red wave of covid19,[trump]
and that is the first thing biden needs to fix come .,[biden]
nuff said ! !,[trump]
oh hi ! getting desperate . now your lies are even more unbelievable . why don ’ t you add up the positive and negative replies to your nighttime twitter rant to find out if you ’ re the winner or loser,[trump]
is anyone else trying to figure out how they will explain it to their friends and family who watch cnn when wins on tuesday ? ?,[trump]
trump wants to stop vounting ballotts after to try to cheat,[trump]
"so , i hear that a small majority of white men are voting trump . since that leaves me speechless , il just leave it there . seems that nearly of the non college educated whites vote for trump . now that is less surprising : fascist idiots tend to glorify their butcher .",[trump]
"even though i don ’ t want it , trump is going to win . let ’ s just all settle in .",[trump]
too bad you can not do anything useful like get us americans who are struggling a stimulus package,[trump]
"in , a trump voter asked me if we could talk in the parking lot at our polling location . she asked to hug me at the end of our conversation . i wonder who she ’ s voting for today . i wonder if she would still want a hug and a conversation . vote biden harris 2020",[trump]
"yes , yes we do . biden at favored to win in and this dace wasserman article , which explains polls , even adjusted for polling mistakes , still show biden coming out on top . still , do not get complacent : votebiden",[biden]
"well , of course . trump and his people are wheels up and away in air force one and left thousands stranded in sub - freezing weather on a dark road with no shuttle buses back to their cars . numerous people needing medical attention . omaha stranded omaha scanner trump rally omaha",[trump]
stay away ! we do not want your death cult here !,[trump]
its appreciation for trump / disgust for fake news media . . .,[trump]
"this is insane . ' s impression is really getting out of hand . too surreal , no way the real donald trump would say these things .",[trump]
"\ after the \ "" \ "" fairytale \ "" \ "" video i now understand that everything the lincoln project has ever made is just that . . a fairytale . \ "" """,[trump]
"donald trump is a con man who does not care about his own voters , the people who love him probably more than his own children ( because they do not actually know him ) . they are props for his ego . i would laugh if this were not so sad . the trump presidency in a nutshell .",[trump]
"am sure this is wrong . trump said you turned the corner . so , which is it ? !",[trump]
you rock i admire your commitment to truth and i will be voting same tomorrow from the great state of maine .,[trump]
trump is not a politician ! trump is a criminal !,[trump]
"blm certainly does murder innocent people on a regular basis in their peaceful protests , very good point ! very centrist of you , and not radically left at all ! we all know no centrist or moderate would support defunding the police ! :d",[trump]
other countries always prefer a weaker leader in the us . makes sense they ’ d rather have a doormat like biden especially given how easily he can be compromised . biden crime fami iy biden corruption,[biden]
"\ trump ' s \ "" \ "" two weeks \ "" \ "" has the same credibility as everyone else ' s \ "" \ "" two beers . \ "" \ "" \ "" """,[trump]
"and intersectional education in the hospitality industry . there ’ s still time to pre - order . we ’ re doing a big donation drop to the dccc tomorrow evening . buy the book ! support dems . kick trump and his cohorts , like out of office !",[trump]
vote trump maga lead right red ! wherever you are !,[trump]
"it ' s over there . . . yeah , right over there . . . with trump ' s tax returns and health care plan , see it ?",[trump]
do you believe the stuff you say ? i think you are losing your mind,[trump]
confident !,[trump]
biden is the china virus,[biden]
i ’ m confused . didn ’ t your father say that “ obama killed seal team ” ? are they ghosts ? great halloween treat !,[trump]
"yeah , for chris ’ sake , trump . election night ?",[trump]
"today is about her , and emma , and all the other littles in this country and beginning to repair the immeasurable damage inflicted by this administration . praying that they grow up in a country where a donald trump can never happen again .",[trump]
"careful ken , you got some on your chin , there .",[trump]
"who is donald trump ? the absolute biggest fraud , hoax and failure pretending to be president . they should fire , shame , and punish everybody . . . . . associated with this fraud on the american people !",[trump]
must be that border wall !,[trump]
"trickortreat , trump must be beat . vote him out ; the murderous lout .",[trump]
"biden helped bush obama on gay marriage and lgbtq rights , helped create guidlines for the trans community & repealed dont ask dont tell . . . . what has trump done . . tried to take away healthcare tried to ban trans from serving tried to ban gays from adopting bc religious freedom . .",[biden]
"/ - deutsche bank plans to cut ties with trump after the election and could seize his assets if he can not pay back his debts , reuters reports . deutsche bank trump collapse trump is losing vote him out via",[trump]
here ' s the ' censored ' biden story that forced glenn greenwald to quit the firm he founded | zero hedge,[biden]
you ’ re so fuckin needy .,[trump]
"does this mean that , if biden wins , he ' s going to have to contend with an economic disaster that he will then be blamed for and prevented from fixing ( assuming rs keep a majority ) ?",[biden]
"\ every time you say \ "" \ "" red wave \ "" \ "" i think . . .",[trump]
maine has a lot of obama / trump towns that should be reporting results fairly early tonight . we have mapped them all out so you know what to watch for as results come in : m epolitics election 2020,[trump]
every last one of them . imagine the self - loathing it takes to justify trump ' s actions .,[trump]
"bob bauer was white house counsel under obama and wrote after trump : reconstructing the presidency , and also authored books on soft money hard law and us federal election law . the biden campaign is in good hands , rest assured .","[biden, trump]"
new york post tabloid smut who are personal golfing buddies with trump and long long time personal friend and personal publicist for trump,[trump]
"they already are under the hatch act . tho pres & vp excepted from it , far too many fed employees like have proselytized on behalf of trump from the white house grounds and other fed property .",[trump]
in the event of a trump loss next week what ’ s the odds on thomas and alito retiring sometime in november ? seriously . are there vegas odds on that shit ?,[trump]
"yeah , i saw that . with wray at the helm - - who trump wants gone if reelected , and who has stood up to trump already - - maybe it ' ll get some traction .",[trump]
