biden 1 st pick should be barak obama,[biden]
trump doesn ’ t support white supremacy . you sound ignorant,[trump]
that ' s pry the last thing you ' d want if you are a trump supporter jay cutler endorsing you sheesh,[trump]
imagine if trump had shady dealings with erdagon in turkey . you don ’ t have to imagine .,[trump]
you were when trump was elected,[trump]
racist biden supporters .,[biden]
unreal ! let ’ s see what tя ☭ mp has to say about this .,[trump]
so they should not signal that the president would be better at restoring the economy than joe biden ?,[biden]
desperate times for the orange buffoon ! better send them kids of yours for measurements . i ’ d hate for ivanka to look like crap in a prison jump suit .,[trump]
i think i got everyone . if i missed you let me know . resistance blue tsunami 2020 biden harris 2020,[trump]
the trump appointee affirms trump ’ s suspicions about late - counted ballots and lays out his desire to block state courts from expanding voting rights . via,[trump]
marquette u law - wisconsin poll ( change from last ) : biden (+ ) trump (+ ) mu law is showing a much more stable race in wisconsin . biden leads among independents by and those who have already voted by trump leads among those who have not yet voted by,"[trump, biden]"
im tryna tell yall biden doesnt exactly have this in the bag,[biden]
you are lying . the vote is against you and you know it . it won ’ t work . you can ’ t bs your way to victory . you are out .,[trump]
"wh afraid of you , jake ! trump goons don ’ t like to be challenged !",[trump]
reality . and trump . ha .,[trump]
correction . the obama / biden economy was great . you messed it up,"[biden, trump]"
"i agree , more votes . but i am pretty sure this lady was terrible before trump .",[trump]
point : “ which brings me to the practical case against trump : he stinks at his job . ” counterpoint :,[trump]
"where is that from , reddit ? hahahaha at least i showed you a real legal document . not some bullshit q and a .",[trump]
"broooo do you think before you tweet ? biden has sponsored so many bills , he just doesn ’ t brag and tweet about it all the time lmaooo do your research benjamin",[biden]
oh yeah he ' s a real racist .,[trump]
. . . . . . . may you all see prison for this ! ! attn : ⚠️ . . . . . . .,[trump]
don ’ t do that . focus on the success of biden - harris .,[biden]
the supreme court should stay out of elections and let the states election agency take care of it . for one thing a us soldiers who vote comes in late can ’ t be counted . shame on the us and trump & republicans for this to happen if any deserve to be counted .,[trump]
look it up ! it ’ s a matter that can be publicly accessed .,[trump]
never forget allowed americans to die . ( so far ),[trump]
you do realize thats because biden has way more policies he would reform considering he isn ’ t president . trump isnt trying to do an overhaul bc he ’ s already been doing it so he very briefly touches on policy and focuses more on attacking since he gets attacked every waking second,[biden]
tolerant left ? your labeling every trump supporter as hateful !,[trump]
"no , we don ’ t . we have more cases because you ’ re incompetent .",[trump]
there is no evidence that mueller ever looked at trump ' s tax returns . rosenstein was controlling the mueller investigation at trump ' s direction if you have been following the news .,[trump]
tony la russa ' s career ended under obama and trump ' s america brought him back .,[trump]
"could it be that just a bunch of cops had an opportunity to get a pic taken with her so they did it ? i had my pic taken in uniform with biden when he was vp . it was a once in a lifetime opportunity , maybe they felt the same . lay off the bs cancel culture crap .",[biden]
a few more days until trump is kicked out of office .,[trump]
"because some leftists keep propping him up and defending him no matter how vile and obvious his affinity for trump and various other white supremacists is , because he hates democrats and “ wokeness ” etc all their various pet peeves .",[trump]
omg lol trump fights for last votes as speculation grows about trump jr . bid,[trump]
"now that ' s hilarious of you to claim , in sight of your entire gritting family lol trump crime family",[trump]
how is he a hateful bigot . trump lies . he knew in january that coronovirus was coming he did not want to panic the stock market . over americans died yesterday because trump did not prepare the country . that is the job . he can not handle it . he is worse than useless .,[trump]
"if biden wins and dems take the senate , he will have a lot of power . maybe he can redeem himself in the eyes of progressives like me",[biden]
won ’ t watch nbc coverage due to putting current president on at same time as biden ’ s town hall and today show,[biden]
"the logic here is : . mishandle an pandemic . economy tanks , people unemployed , dying , businesses close . force open economy in midst of mishandled pandemic . get recovery #, not growth , but bill them as growth to get reelected . ignore surge / likely shut down / more deaths",[trump]
"every democrat wishes for looters and vandals to burn the country to the ground , right ? naturally ! interesting how they seem to have done so during a trump presidency already . . . . .",[trump]
do not you have a job to do like deal with the pandemic ? ? you tweet such that there is no way you can be doing a good job ! !,[trump]
i just signed a petition : don ’ t let trump rush election results and silence voters ! learn more and sign here :,[trump]
he wasn ’ t biden ’ s choice . the far left decided he was the only choice .,"[trump, biden]"
even the way you say it he sounds like a cartoon villain,[trump]
"the fact that trump stopped all travel from china in january and was heavily criticized by the left for doing it , all while he was being impeached on evidence that was proven to be false , shows he was trying to do what he was allowed . no way he could have done more then .",[trump]
wearing my joe biden aviators ! ! !,[biden]
i was voting for biden but this changed my mind to trump via,"[trump, biden]"
spot the difference between n leadership .,[trump]
"thank you for not being a sell - out ! ! i love you more knowing you are true to who you are , and the fans who support you . i hope that & wake up and realize that trump did not know they existed until it served his purpose .",[trump]
