1257251311545958400,florida,2020-05-04,May the 4th be with you! @ Jacksonville Florida 
1257159811059322886,florida,2020-05-03,Hardcore is not for quick scoping. Or running around. Or moving the left joystick at all. Core or #youtubegaming #twitchclips #mixerstreamer #youtubevideos 
1257159039055732737,florida,2020-05-03,Stunning views of downtown Jacksonville  // #IgersJax #OnlyInDuval #ilovejax #LoveFL @ Jacksonville Florida 
1257157899740209152,florida,2020-05-03,The Great Fire of 1901. The day that redefined #StayHome #904 #DuvalThings #unitedstates #JustJax #COJ 
1257156980533272577,florida,2020-05-03, @ Jacksonville Florida 
1257141032116006913,florida,2020-05-03,In my city no less smh  at Jacksonville Beach
1257137941933154305,florida,2020-05-03,surprising sissy with her new car is LIVE  shes all grown up  @ Jacksonville Florida 
1257133565231407104,florida,2020-05-03,Jammin with my roommates makes for a fun night in #nobodysclown #gregbondmusic @ Jacksonville Florida 
1257124690239184896,florida,2020-05-03,Everyone at works together as one united team so that no warrior or caregiver feels alone. See our latest job posting in Jacksonville FL! No matter your role you will #impact the way veterans are supported Vice...
1257123857657409538,florida,2020-05-03,Part of the Jacksonville FL skyline. @ Jacksonville Florida 
1257123094629691393,florida,2020-05-03,Around Jacksonville FL #Palmtrees & #DarkClouds @ Jacksonville Florida 
1257113021471694849,florida,2020-05-03,Thank you so much @212lurky I love it!! I think I look hot as a cartoon #HERXSHE #HERSHEBEAUTY #drawme #malaninpoppin @ Jacksonville Florida 
1257107302139809797,florida,2020-05-03,When you been showing out out in school an they really call lol  @ Jacksonville Florida 
1257106935461154816,florida,2020-05-03,While were on the topic lol #InHRagain @ Jacksonville Florida 
1257104804972769282,florida,2020-05-03,Dance with the @ Jacksonville Florida 
1257104624990986240,florida,2020-05-03,... move with the @ Jacksonville Florida 
1257104378911248386,florida,2020-05-03,.... and take a selfie @ Jacksonville Florida 
1257103778853027841,florida,2020-05-03,#ESPN #MichaelJordan #TheLastDance Sunday 9 pm episode 5+6. #Jordanretro7s #PortCityproud #8thandCastle @ Jacksonville Florida 
1257103141725560832,florida,2020-05-03,Wounded Warrior Project is hiring passionate individuals to support programs that #empower wounded warriors and help them achieve their goals. Interested in joining our team? View our opportunities in #Jacksonville FL here:
1257098920234299392,florida,2020-05-03,brought me fish they caught I gave it to my friends/ Neighbors (Doc) he brought me a piece and a wonderful meal !  my friends  Check on a neighbor call a friend! They may be in need of 
